Gene	CRH9EOS_d0	CRH9EOS_d1	CRH9EOS_d2	CRH9EOS_d3	CRH9EOS_d7	CRH9EOS_d10	CRH9EOS_d20+E	CRH9EOS_d20+X	ctrl	HNES1_d0	HNES1_d1	HNES1_d2	HNES1_d3	HNES1_d7	HNES1_d10	HNES1_d20+E	HNES1_d20+X
OTOP2	0.014634798	0.013560686	0.014914607	0.04154084	0.028381634	0	0.015007841	0	0.062693335	0.017935481	0.01719364	0	0.135840798	0.051941569	0.012952517	0.109765674	0
CYLC1	0	0	0.018352264	0	0	0.036074447	0	0	0	0	0	0	0	0	0	0	0
PCP4	0	0	0.036609522	0	0	0.222849633	0.375935739	0.504433121	0.564310248	0	0	0	0	0.037411019	0.217815212	0.356878024	0.338925804
ABAT	0.418182752	0.432756821	0.546373883	0.546106849	0.575821073	0.612916827	1.050728601	0.816379977	1.129011664	0.566448507	0.568915942	0.742649331	0.867458716	0.74976948	0.8986671	1.189039743	0.841779407
SLC25A10	1.819103588	1.929508107	1.885168676	1.735310723	1.558394983	1.694219446	1.648169751	1.85910528	1.632702007	2.049390054	1.838973656	1.864051583	1.723079385	1.500694562	1.872597225	1.59918889	1.549325633
CAMK1D	1.622913397	1.129507085	1.159637045	1.335707399	1.322899673	1.445411091	1.463476331	1.496764712	1.572375929	1.760667692	1.159187081	1.345458796	1.558389768	0.999527343	0.829500705	1.302337871	1.313059644
LYSMD4	1.880027028	1.675288082	1.872950535	1.952921773	2.181292335	2.09447707	2.016583511	1.963773225	1.734580558	1.606036611	1.669584406	1.633374431	1.361653032	1.804203812	2.008822158	1.776004686	2.030923227
WBP2NL	0.054049646	0.116652732	0.112526931	0.129894151	0.08441462	0.107276076	0.180163655	0.138680276	0.0497997	0.082076914	0.111472819	0.155052436	0.150554089	0.032438004	0.093189735	0.069671789	0.152698985
IGSF5	0.031006411	0.041268454	0.206274572	0.187913115	0.218067673	0.387190411	1.025852573	0.819394511	1.486939396	0.016450653	0.033734647	0.083492184	0.080365276	0.157559827	0.456185085	1.330037019	0.733093844
NKX2.5	0.476639742	0.345697957	0.78086096	1.220994637	1.677980006	0.998905867	0.062624967	0.0737903	0.213168422	0.719709848	0.941379401	1.424377523	2.227030345	2.236459815	1.921678152	0.469716559	0.278762473
AFMID	2.640401665	2.437153067	2.347926772	2.427435722	2.272382059	2.4681684	2.954806818	2.760600278	3.331855395	2.328079746	2.31157606	2.663673889	2.868446109	2.237335255	2.218373506	2.824027571	2.196383189
GAS6	3.810163743	3.769396319	2.704375615	2.205712279	1.581868464	1.470208785	2.078161895	1.482227777	2.386341394	3.53772628	3.052389239	2.465710899	2.173513879	1.72838477	1.843218583	1.418264519	0.955805363
FREM3	0.005973969	0.016480618	0.005403678	0.032473217	0.018074449	0.086491534	0.062741156	0.101025543	0.037386356	0.054794859	0.050769366	0.137520931	0.21289395	0.071314705	0.04423666	0.097953037	0.146803012
NEB	0.867157248	1.152349439	1.123596907	1.256405796	1.812935997	1.747420385	1.228432931	1.674796159	0.611484101	0.894219332	1.090764284	1.282480351	1.325275881	1.78653303	2.019008316	1.686438109	1.781291475
BEGAIN	0.140748791	0.110137521	0.143664519	0.239548217	0.197448348	0.287459425	0.407831214	0.282740237	0.443877985	0.229307293	0.167385469	0.210175972	0.265113193	0.234451761	0.235904311	0.399568644	0.268517336
GPC6	0.147060607	0.188631876	0.44467093	0.923762331	2.452881546	2.309231492	2.993597255	3.577608135	4.062764038	0.523323972	0.728494211	1.412188817	1.792196474	2.810132179	3.432666455	3.497040133	3.424390625
ARHGEF37	0.07771227	0.075683379	0.086377164	0.103606853	0.283029083	0.199641604	0.246114544	0.20248993	0.275753382	0.076924829	0.143053894	0.139828983	0.307396213	0.313906662	0.182203547	0.280110353	0.278777933
FAM43B	0.506159827	0.312804999	0.750614018	0.772932096	1.017197953	1.020308036	1.006870806	0.921902572	0.799013103	0.634547366	0.320151277	0.563924054	0.895665668	1.282340405	1.204796939	1.548418294	0.92795388
CSMD1	0.00450985	0.002015543	0.014433367	0.048427102	0.023748371	0.021594634	0.222108502	0.028442796	0.376012591	0.002350648	0.010317988	0.076375486	0.109525303	0.310804552	0.255752926	1.655812472	0.395590149
CALHM3	0.098898199	0.022592124	0.128766881	0.205952384	0.024880813	0.152147837	0.151774032	0.158200106	0.173332477	0	0.158791639	0.128682132	0.419730131	0.298003659	0.233488235	0.044901185	0.198286598
PTGDR2	0.216942206	0.203858109	0.366281428	0.270431132	0.197472161	0.219930304	0.528975709	0.346611305	0.571477742	0.283616379	0.162349505	0.270245775	0.224515472	0.308627208	0.379933176	0.349157161	0.22269889
CEP57L1	0.88360866	0.972863542	1.206498954	1.089179266	1.358423586	1.239885976	1.507252948	1.267898797	1.803541581	1.071364382	1.335910305	1.627826534	1.480302252	1.267618167	1.478663307	1.748486581	1.615542828
RIPPLY3	0.153185135	0.091782069	0.400093035	0.834783756	1.207179521	0.981113595	0.901779186	0.461905828	1.062830961	0.192227447	0.273423909	0.622790701	0.543167896	1.06482154	1.006774329	0.942847972	0.506630013
PRORY	0	0	0.040736287	0	0	0	0	0	0	0	0	0.046358838	0	0	0	0	0
GPR19	3.54819248	3.42814531	3.214739147	2.970255117	2.715050909	2.730185453	2.725034838	3.007436219	2.714974301	4.278947824	3.934240397	3.6590338	3.710594404	3.39026933	3.271387457	3.481745776	3.802187939
GJD3	0	0.041398591	0.157714394	0.157530994	0.113463786	0.117251297	0	0.18705391	0.121897512	0.154298747	0.196960878	0.198668091	0.138541533	0.166665738	0.213723096	0.160656532	0.238095393
RABIF	3.189426097	2.672563161	2.598163184	2.331678412	2.068287016	2.164600214	1.847471882	1.960799881	1.849102429	3.02807627	2.461393351	2.186474438	2.19692754	2.136656068	1.977701751	1.460796477	1.820500968
TMEM119	0.013467172	0.023467712	0.048210246	0	0.024310461	0.090681414	0.063963817	0.023467726	0.012671563	0.027067753	0.028100772	0.013233306	0.013607437	0.037028387	0.053439093	0.05081466	0.148764093
FANCF	0.878915096	0.912437092	1.434870444	1.925745293	2.103437319	2.320120043	2.709672534	2.578780419	2.481688446	1.001932978	1.178651255	1.559776798	1.640277317	2.116715985	2.221382454	2.365971491	2.573874789
CALN1	0.021012727	0.015047758	0.054649957	0.137099255	0.554939825	1.018494952	1.75030319	1.570840975	2.095029854	0.005023107	0.027577727	0.09842345	0.181826005	0.308409343	0.817888253	1.667826345	1.638333848
SMDT1	1.152634466	1.205949021	1.013213135	0.977164404	1.26170299	1.066596378	1.171483987	1.163119717	1.287120291	1.368563444	1.277438087	1.49413136	1.420448211	1.20078791	1.010780483	1.243233651	1.074782081
GABRR3	0.007396747	0.006543585	0	0	0.007349388	0	0.008011978	0	0.00810656	0	0	0.0074441	0	0	0.014129232	0	0
C2CD4C	4.26468818	3.952574768	3.455331918	3.163048577	2.690551619	2.476031046	1.956294744	2.449913015	1.637213321	4.00045965	3.495487704	3.337391067	3.075895192	2.415476805	2.301086788	1.496467367	1.862761759
CHST6	2.294330568	2.046917436	2.279807012	2.443374587	2.586913255	2.648110005	2.642188619	2.7103119	2.363931494	1.837412081	2.303597471	2.466524841	2.486973825	2.417138365	2.653997842	2.508413202	2.572198333
POTEC	0	0.015585858	0.011686932	0.010426785	0	0.005546314	0.012375167	0.010559165	0	0	0	0.005973969	0	0.011092158	0.029383361	0.005783947	0.013038877
RUVBL2	5.305619076	5.5498946	5.551274702	5.710373575	5.588622434	5.640223036	5.597575378	5.971031319	5.349465478	5.106980816	5.326477389	5.284396651	5.35808764	5.387873428	5.411842318	5.458793286	5.604404249
GDPGP1	0.929853336	0.676574911	0.65706985	0.680137222	0.674943226	0.664764865	0.501341626	0.648132911	0.390796042	1.003643397	0.787661293	0.699239646	0.547827327	0.61910636	0.655677559	0.33644986	0.610857882
CTNNA3	0.148256165	0.183335793	0.224542475	0.230089105	0.329697671	0.319984734	0.277204369	0.326894283	0.822792631	0.081488617	0.097021682	0.156295681	0.138221242	0.172471609	0.245847095	0.349094003	0.417762653
RIMBP3C	0.013656263	0.011921551	0.006496143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR36	0.065416932	0.04972228	0.092216445	0.177503645	0.465417259	0.584001558	0.75882131	1.005448508	1.049236394	0.089548567	0.079221151	0.213411679	0.224315978	0.39713866	0.705697744	0.847491064	0.706601757
OR51B4	0	0	0	0	0	0	0	0	0.045265837	0	0.041266203	0	0	0	0.079142788	0.30108516	0.040957156
PTTG1IP	6.276837125	6.182630772	5.934461744	5.722751656	5.607904088	5.406671495	5.596147478	5.508624316	5.74243522	6.004630906	6.072064911	5.933814834	6.021928968	5.924033697	5.88817831	5.854167985	5.595017538
DDX41	4.961549712	5.001063527	4.865905122	4.836996302	4.419357115	4.399556271	4.485588001	4.588535288	4.41891356	4.941555206	4.963433572	4.936098407	5.115208922	4.617702608	4.465426642	4.421481781	4.346294975
OR52E8	0	0	0	0	0	0	0	0	0	0	0	0	0.039807528	0	0.033255495	0.043248202	0.038033484
CCDC60	0.268741517	0.2472318	0.131614618	0.136185182	0.138111203	0.125346191	0.157381379	0.073498051	0.213664003	0.279356443	0.232121864	0.343844929	0.332998429	0.358994985	0.339687583	0.446732327	0.055722209
PLGLB1	0.013326866	0.011546106	0	0.011827717	0.011170367	0	0.012999326	0	0.012531025	0	0	0	0	0.013186519	0	0	0.0144015
DAZAP2	2.815221875	2.521489292	2.363070417	2.384214252	2.389229095	2.292310976	2.457539151	2.517571549	2.830192029	2.637265501	2.376390201	2.520121135	2.671081118	2.318034069	2.514726968	2.497241298	2.255037191
CCBE1	0.069184829	0.022549242	0.064879632	0.034102231	0.151712698	0.360352864	0.896501896	0.474505889	0.921265489	0.0352762	0.047700406	0.049485894	0.072149005	0.09926092	0.324920725	0.920231297	0.418240944
SELENOF	5.940852335	5.687560893	5.461859817	5.354335381	5.198544599	5.213858037	5.086404096	5.078448544	5.220548639	6.127230105	5.789778922	5.707775699	5.6688144	5.143704615	5.143550041	5.121054742	5.252830424
TISP43	0	0	0	0	0	0	0	0	0	0.01074731	0	0	0	0	0	0	0
OR5P2	0.186011671	0.066709218	0	0.070674943	0.785401833	0.519025003	0.571053774	0.41468164	0.252823651	0	0	0	0.039497542	0.453885239	0.734827721	1.089665262	1.077124101
FAM9A	0	0	0.048660863	0	0	0	0	0	0	0	0	0	0	0	0	0.021351688	0
CECR6	0.975109693	0.949320642	1.105567555	1.19370698	1.238587259	1.535235723	1.343900226	1.697016019	1.156173179	1.056533228	1.017581753	1.376830377	1.516760902	1.239756994	1.327557068	1.345393315	1.601049391
ZNF623	2.733743413	2.596962676	2.583649355	2.572804713	2.811750782	2.757922808	2.760742583	2.889036147	2.560733217	2.785871867	2.627533152	2.445823778	2.41363301	2.64433598	2.611318459	2.440790397	2.830093227
OR2T34	0	0	0	0	0	0	0	0	0	0	0	0	0.084178922	0	0	0	0
OR52L1	0.036386646	0	0	0	0	0	0	0	0.117500517	0	0	0.042236201	0	0	0.037588948	0.193164732	0
EPHA10	0.060998761	0.0444883	0.062635634	0.091211701	0.198998797	0.24316614	0.372497213	0.234052305	0.367363211	0.120911766	0.20390767	0.193044334	0.238877827	0.280745159	0.332969061	0.625707726	0.194974726
SPDYE4	0	0	0.074107931	0	0	0.069015407	0	0	0	0	0	0	0	0	0	0	0.088278883
CCDC125	1.191664709	1.039974295	0.77711076	0.673542781	0.643945716	0.536762549	0.983130954	0.697230014	0.783370394	1.589191294	1.483732551	1.275310487	1.017642405	0.868056939	0.792141298	0.73115695	0.787078311
REC114	0.086363905	0.114554344	0.188621171	0.180958337	0.116087533	0.326801294	0.090475225	0.125082751	0.216262738	0.149094989	0.043643623	0.144367575	0.134516563	0.085965194	0.346938332	0.205990223	0.287054689
BCOR	3.835439263	4.334081075	4.315599828	4.249959412	3.828507975	3.995893093	3.488634486	4.466888021	3.347823699	3.728619201	3.892880474	3.757325521	3.664271117	3.559415991	3.591705172	2.810762137	4.205251123
JRKL	1.147506917	1.130815661	1.535675555	1.673560983	1.865338497	1.985013488	1.833918768	2.001496079	1.610419827	1.26084239	1.346571343	1.709598843	1.85270888	1.877739056	1.894355707	1.73790753	1.973507982
C10orf107	0	0	0.023050734	0	0.021903388	0.022362655	0.02661296	0.026248816	0	0	0	0	0	0	0	0.058092857	0
GBP6	0.06887783	0.061152469	0.062767051	0.011874637	0	0	0	0	0.015380594	0.080357769	0.046092223	0	0.015380594	0.013326866	0	0	0
KIAA2026	2.445634439	2.420507503	2.487344808	2.381467645	2.474359604	2.411983631	2.641140727	2.48268979	2.728857768	2.133227014	2.257825922	2.312178857	2.258536634	2.250501779	2.503256056	2.669588177	2.602947336
OVCH2	0.234802634	0.153371116	0.174038652	0.185544751	1.533349059	1.148244803	1.51180996	1.031298403	0.639846174	0.043804247	0.019877387	0	0	0.701968348	1.477623272	1.75360197	1.710625517
SYNDIG1L	0.062850349	0.028055932	0.015007841	0.085904376	0.202807649	0.265786926	1.99907531	0.433151794	2.579326265	0.055343569	0.015939183	0.120473941	0.131363609	0.131086131	0.501370083	1.754322411	0.480917754
FHL3	3.548830916	3.505552596	3.419499017	3.605988872	3.806428792	3.573079262	3.558884087	3.568364169	3.656609684	3.016070424	2.812231368	2.680816835	2.604942327	3.497742567	3.203749499	3.044351743	3.150903733
OR56A4	0	0	0	0	0	0	0.137622353	0	0	0.035404765	0	0	0.037099484	0.063395081	0.035538776	0.174101275	0.03352468
PMCH	0.051138747	0	0.101365435	0	0	0.049406091	0	0	0	0	0	0	0	0	0	0	0
TMEM89	0.809404778	0.737494199	0.502276763	0.677366477	0.488490186	0.410551032	0.694088673	0.88020626	0.516848213	0.632855842	0.81992341	0.610522688	0.686376144	0.730538938	0.701630465	0.541254037	0.742681312
C19orf71	1.886190704	1.991595049	1.747591159	1.7906193	2.518931521	2.448164858	2.126713044	2.637105298	2.487398656	1.542022511	1.33658066	1.796316776	1.706169356	2.016944341	2.104357705	2.078481254	2.46142462
CCDC159	0.455928937	0.392348534	0.577579454	0.337978754	0.41987327	0.392246304	0.653420306	0.672643595	0.710447962	0.353245173	0.534105931	0.397878321	0.521608262	0.479996332	0.417510698	0.610400847	0.404608706
RIPK4	1.267641638	2.664511576	2.783966996	2.644151656	2.448574735	2.092067786	1.665852565	1.595463135	1.68631273	1.888386183	2.981474601	3.000193357	3.064168957	3.001073175	2.677153312	2.516443181	1.732288597
LRIT3	0.475786861	0.324135616	0.144698508	0.064054514	0.047429137	0.019328479	0.056157243	0.058841286	0.055204859	0.350544199	0.128473391	0.033693508	0.033914865	0.058924584	0.068875423	0.05888488	0.04467609
NPIPA1	0.298397427	0.309775076	0.310790027	0.184662411	0.31274679	0.285065148	0.448770186	0.332740998	0.486103142	0.204046698	0.232204998	0.214123827	0.254310771	0.224100691	0.260419621	0.369709167	0.247750811
SF3A3	5.303224809	5.621359354	5.672205856	5.737331402	5.473628459	5.458554102	5.328555571	5.577093472	5.072313962	5.315248394	5.408798868	5.193307182	5.141895698	5.415649491	5.190826735	4.931935447	5.257740394
TFDP3	0.024012394	0.021857437	0	0	0.024515354	0	0.024561051	0	0	0.025747666	0.028248207	0	0	0	0	0	0
TRIM61	3.523223906	2.952970568	2.413578812	2.10498669	1.344897766	1.192376678	0.872511216	1.335497863	0.379286582	3.00241144	2.187891472	1.872134512	1.710967726	1.414127203	0.968460434	0.610681786	0.842566259
GRIN2A	0.037724557	0.042062095	0.016858904	0.047058824	0.383717748	0.376320451	0.791483482	0.38306705	1.095212301	0.030959186	0.011262916	0.063326839	0.065888128	0.257272775	0.448137726	1.244402887	1.036502436
URAD	0.04355578	0	0.040957156	0	0	0	0	0	0	0	0	0	0	0	0.043863161	0.042456382	0
GTF2H2C	0.553746391	0.595063002	0.597013994	0.618282039	0.646109229	0.650991435	0.531455806	0.591843665	0.458972262	0.77004943	0.795440781	0.722900703	0.769080068	0.760006975	0.79795	0.548492119	0.836054254
ASB7	2.004575325	1.69448065	1.867900085	1.861781201	1.951615399	2.025290326	2.282643906	2.123017825	2.257524563	1.843076368	1.737060907	1.81322481	1.901165084	1.842309703	1.935224393	2.206907014	2.038921942
SH2D7	0.304575537	0.23687467	0.26307906	0.329714188	0.34694649	0.456126827	0.655902345	0.508546394	0.704085333	0.334575048	0.20192596	0.299839002	0.215291887	0.219196216	0.499247789	0.756402571	0.441692498
TREX2	0.526573231	0.339680326	0.291182039	0.390942111	0.271953027	0.358905782	0.442257287	0.438791794	0.162804115	0.249308999	0.183114493	0.207247448	0.032157417	0.22777352	0.235676137	0.171454649	0.241345359
GPR132	0.422999049	0.4226535	0.218439056	0.137449345	0.044612612	0.09591685	0.039659171	0.06805485	0.041849094	0.373186174	0.371452213	0.36434245	0.204207635	0.073989409	0.03951426	0.055040095	0.053613003
MX2	0.025322362	0.017043742	0.018515916	0.005498773	0.012185126	0.02048561	0.764162605	0.076813698	1.19825991	0.064869943	0.038562134	0.084056834	0.064494496	0.018517647	0.060186262	0.853502257	0.163426442
EP400	2.464221927	2.202673149	2.227750363	2.379914552	2.276415433	2.282845969	2.487227987	2.390450036	2.533588205	2.551688417	2.292065098	2.545054914	2.573138127	2.412878872	2.301747874	2.335102446	2.184556163
MEX3B	0.579505634	0.948641108	1.731452372	1.843673904	2.335187897	2.361343697	2.7953523	2.856502151	2.622772329	0.727563376	0.835956797	1.009139538	1.411149795	2.018942387	2.325663244	3.107353185	2.695711587
FAM46C	0.297277349	0.600844087	0.442383072	0.522817764	0.318237515	0.281455989	0.604617476	0.367848953	0.692310294	0.240057753	0.477971857	0.302347262	0.277469779	0.402829892	0.406306971	0.825315091	0.263481296
COA5	2.934516189	2.796397908	2.696350616	2.555334426	2.902898461	2.862079836	3.196357105	3.234513914	3.463298982	3.104342999	2.942267311	3.121072868	2.890630749	2.855525068	3.061883971	3.095811276	3.061331677
UTP11	4.525872724	4.688625353	4.621311397	4.682350491	4.498843153	4.467869296	4.337015128	4.531470057	4.129380542	4.522745688	4.41870021	4.295949279	4.088143418	4.289701597	4.232505257	3.828003973	4.356280922
PSMG1	4.134722153	4.060261553	4.144342298	4.111377794	4.106937489	4.13291608	3.995634913	4.05433053	3.449089675	4.581248001	4.332465394	4.157088027	3.980355582	3.948657754	3.94373179	3.420636209	4.114256771
PRR14L	3.882909694	3.617671606	3.716199661	3.947687271	3.887692409	3.970175317	3.931817277	3.971290587	3.644214759	3.98707505	3.785483089	3.940604897	4.059086171	3.925926518	3.868877572	3.891319366	3.987798112
KLRC4	0	0	0.082925898	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052434155
ACSM5	0.010888371	0	0	0.009004155	0	0	0.010559165	0	0.023004893	0	0	0	0	0	0	0	0
C10orf120	0.075710941	0.033390107	0	0	0	0.036074447	0	0	0	0	0.043863161	0	0	0	0	0	0
IZUMO1R	0	0.085968411	0.045878224	0.090399399	0.085615622	0	0.048667817	0	0.050879247	0.157307659	0	0.049058809	0.151050542	0.041927777	0.10024116	0.054800045	0
SERHL2	1.667177636	1.544564384	1.535390662	1.191477653	1.167853586	1.301283082	1.4098634	1.35826581	1.424371168	1.656930841	1.296143934	1.435226666	1.030080327	1.008716375	1.467201618	0.985705196	1.284542965
PCBP3	0.873812098	0.635035659	0.529370825	0.583128415	0.745460684	0.722830956	0.897177978	0.683545	1.044295262	0.630723994	0.419023776	0.635253914	0.575282645	0.513198884	0.671341759	0.667371807	0.419919202
PGPEP1L	0	0	0	0.023829369	0.179659476	0	0.103085944	0.290496051	0	0.051657329	0.056342348	0	0.053043792	0.224282064	0.125671391	0.190167349	0.112588066
SETD3	4.323464278	4.334840379	4.434274394	4.412886351	4.395076205	4.37077349	4.419365281	4.258825531	4.384606516	4.483470856	4.570274562	4.5594508	4.483328274	4.439194903	4.504322494	4.544944062	4.203020396
TNFAIP8L3	0.341415981	0.528821131	0.6111279	0.750010587	0.521577386	0.488684149	0.440540575	0.454025267	0.672974901	0.386089374	0.777319633	0.786545276	0.688294293	0.43280601	0.460853838	0.595885294	0.426323683
ZNRF3	3.506417689	3.232191387	3.061002806	3.173447635	3.082220571	3.070993296	3.071214639	2.9049616	3.31481909	3.643840518	3.397776806	3.396019211	3.395743783	3.163550494	3.167896241	3.422323316	2.986342868
